Age,Education,Marital_Status,No of adults,Income,Kidhome,Teenhome,Years joined,Dependency Ratio,Enrollment year,enrollment_Customer,Customer tenure(days),Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Expenditure_2yrs,Avg_Monthly _spend,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Engagement score,Campaign2,Complain,Z_CostContact,Z_Revenue,Response
69,Graduation,Together,2,54450,1,1,13,1,2012,9/14/12,4822,0,454,0,171,8,19,32,684,28.50,12,9,2,8,8,8,0,0,3,11,0
60,Graduation,Married,2,59594,0,1,13,0.5,2012,10/20/12,4786,74,457,4,29,0,0,9,499,20.79,1,8,1,7,7,7,1,0,3,11,0
31,Graduation,Together,2,80685,0,0,13,0,2012,8/22/12,4845,55,241,45,604,34,26,54,1004,41.83,1,6,4,10,2,6.8,0,0,3,11,0
51,PhD,Married,2,40344,0,1,12,0.5,2013,10/13/13,4428,48,210,0,6,0,0,2,218,9.08,2,4,1,5,7,5.8,0,0,3,11,0
53,Graduation,Married,2,62710,0,1,12,0.5,2013,5/23/13,4571,53,441,35,83,7,29,11,606,25.25,4,4,2,12,4,8.8,0,0,3,11,0
57,2n Cycle,Married,2,48985,0,1,12,0.5,2013,7/5/13,4528,13,19,13,18,10,7,8,75,3.13,1,1,1,3,3,3,0,0,3,11,0
57,Graduation,Together,2,35322,1,2,13,1.5,2012,8/22/12,4845,34,28,9,37,12,7,13,106,4.42,3,2,0,4,8,5.6,0,0,3,11,0
77,Graduation,Married,2,77142,0,0,12,0,2013,5/29/13,4565,54,476,75,162,29,151,97,990,41.25,1,4,4,8,2,5.6,0,0,3,11,0
56,Graduation,Single,1,81657,0,0,11,0,2014,1/22/14,4327,69,364,40,425,158,60,50,1097,45.71,1,3,4,8,1,5.2,0,0,3,11,0
29,Basic,Married,2,14421,0,0,11,0,2014,2/17/14,4301,81,0,0,2,3,3,8,16,0.67,1,1,0,2,5,3.2,1,0,3,11,0
51,2n Cycle,Married,2,20130,0,0,11,0,2014,3/17/14,4273,99,0,6,3,7,6,12,34,1.42,1,1,0,3,8,5,0,0,3,11,0
35,PhD,Married,2,74214,0,0,13,0,2012,8/26/12,4841,3,863,83,547,86,99,33,1711,71.29,1,8,2,5,5,5,0,0,3,11,0
68,Master,Married,2,66726,1,1,11,1,2014,1/12/14,4337,61,349,7,35,0,0,47,438,18.25,3,8,2,4,7,5.2,1,0,3,11,0
46,Basic,Together,2,23724,1,0,12,0.5,2013,1/8/13,4706,65,5,23,15,0,18,14,75,3.13,2,2,0,3,8,5,0,0,3,11,0
65,Master,Married,2,47353,0,1,12,0.5,2013,11/13/13,4397,93,184,2,19,8,8,4,225,9.38,3,2,2,6,5,5.6,0,0,3,11,0
73,Master,Married,2,33444,1,1,13,1,2012,11/3/12,4772,24,8,0,8,0,0,2,18,0.75,1,1,0,2,8,4.4,0,0,3,11,0
44,Graduation,Married,2,54386,0,1,12,0.5,2013,5/17/13,4577,8,277,21,64,62,21,25,470,19.58,2,3,2,10,3,7.2,0,0,3,11,0
44,Graduation,Divorced,1,28510,1,1,12,2,2013,4/13/13,4611,72,44,5,19,0,4,19,91,3.79,3,2,0,4,5,4.4,0,0,3,11,0
34,Master,Single,1,90638,0,0,11,0,2014,2/13/14,4305,29,1156,120,915,94,144,96,2525,105.21,1,3,4,10,1,6.4,1,0,3,11,0
75,Graduation,Together,2,48070,0,1,12,0.5,2013,1/13/13,4701,33,373,14,83,6,9,19,504,21.00,3,8,2,6,7,6.4,0,1,3,11,0
68,Graduation,Married,2,43140,0,1,12,0.5,2013,1/5/13,4709,68,134,8,76,6,0,11,235,9.79,1,4,1,5,6,5.4,0,0,3,11,0
64,PhD,Divorced,1,54959,0,1,12,1,2013,1/19/13,4695,55,1148,0,60,0,0,24,1232,51.33,3,9,5,4,7,5.2,1,0,3,11,1
67,Basic,Single,1,15056,1,1,12,2,2013,5/3/13,4591,76,6,12,3,21,6,40,88,3.67,5,2,2,3,5,3.8,0,0,3,11,0
54,Graduation,Single,1,26954,1,0,11,1,2014,5/8/14,4221,17,4,1,11,0,0,1,17,0.71,1,1,0,2,7,4,0,0,3,11,0
40,Graduation,Single,1,22327,1,0,12,1,2013,8/2/13,4500,94,5,4,8,2,0,5,24,1.00,1,1,0,3,5,3.8,0,0,3,11,0
60,Graduation,Married,2,44393,1,1,12,1,2013,8/22/13,4480,86,24,2,20,2,2,10,60,2.50,2,1,0,4,4,4,0,0,3,11,0
73,PhD,Single,1,62000,0,1,12,1,2013,8/25/13,4477,25,899,0,101,0,0,20,1020,42.50,1,6,6,13,4,9.4,1,0,3,11,0
63,PhD,Together,2,31497,0,1,13,0.5,2012,12/6/12,4739,22,108,1,28,13,1,4,155,6.46,2,3,1,4,8,5.6,0,0,3,11,0
51,2n Cycle,Married,2,45894,0,2,11,1,2014,2/27/14,4291,15,27,2,7,0,2,13,51,2.13,1,1,0,3,5,3.8,0,0,3,11,0
55,Master,Divorced,1,78579,0,0,13,0,2012,12/22/12,4723,35,816,66,549,216,66,99,1812,75.50,1,5,6,4,3,3.6,0,0,3,11,1
56,Master,Widow,1,67369,0,1,13,1,2012,11/17/12,4758,81,1298,0,70,37,14,42,1461,60.88,4,7,4,10,4,7.6,1,0,3,11,1
65,Graduation,Divorced,1,58401,0,1,11,1,2014,4/20/14,4239,55,10,0,11,17,29,29,96,4.00,1,1,2,2,4,2.8,0,0,3,11,0
73,Graduation,Single,1,62307,0,1,11,1,2014,2/17/14,4301,94,87,13,34,10,6,10,160,6.67,1,4,0,4,5,4.4,0,0,3,11,0
56,Master,Married,2,43641,1,1,12,1,2013,4/22/13,4602,50,57,2,51,4,2,23,139,5.79,3,2,1,4,6,4.8,0,0,3,11,0
57,Master,Divorced,1,63841,0,1,12,1,2013,4/21/13,4603,64,635,15,100,20,7,131,908,37.83,1,9,3,9,6,7.8,0,0,3,11,0
60,2n Cycle,Married,2,46891,0,1,12,0.5,2013,9/1/13,4470,91,43,12,23,29,15,61,183,7.63,1,2,1,4,4,4,0,0,3,11,0
56,Master,Married,2,70091,1,0,12,0.5,2013,3/31/13,4624,11,964,34,137,15,0,11,1161,48.38,2,5,2,10,8,9.2,1,0,3,11,0
53,PhD,Married,2,78075,0,0,11,0,2014,4/5/14,4254,72,572,8,259,34,35,80,988,41.17,1,3,5,5,1,3.4,0,0,3,11,0
64,2n Cycle,Widow,1,59184,0,1,13,1,2012,9/9/12,4827,6,341,142,113,259,151,66,1072,44.67,3,6,6,12,5,9.2,0,0,3,11,0
48,Graduation,Married,2,54809,1,1,12,1,2013,9/11/13,4460,0,63,6,57,13,13,22,174,7.25,4,2,1,5,4,4.6,0,0,3,11,0
66,Graduation,Married,2,58113,0,1,12,0.5,2013,1/25/13,4689,66,221,104,169,102,78,84,758,31.58,3,9,2,8,7,7.6,0,1,3,11,0
67,Master,Married,2,51412,0,1,12,0.5,2013,12/31/13,4349,42,140,3,29,4,5,14,195,8.13,2,3,2,4,4,4,0,0,3,11,0
46,Graduation,Divorced,1,15287,1,0,13,1,2012,10/10/12,4796,60,1,2,8,4,3,13,31,1.29,2,1,1,2,7,4,1,0,3,11,1
68,Master,Together,2,66636,0,0,12,0,2013,8/17/13,4485,64,291,10,689,84,10,0,1084,45.17,1,3,4,9,1,5.8,0,0,3,11,0
69,Master,Married,2,50965,0,1,12,0.5,2013,2/20/13,4663,87,544,13,85,8,6,29,685,28.54,3,10,4,5,8,6.2,1,0,3,11,0
60,PhD,Married,2,84618,0,0,12,0,2013,11/22/13,4388,96,684,100,801,21,66,0,1672,69.67,1,6,9,10,2,6.8,1,0,3,11,0
35,Graduation,Married,2,18351,0,0,12,0,2013,10/29/13,4412,1,1,12,9,0,14,7,43,1.79,1,2,0,3,7,4.6,0,0,3,11,0
68,PhD,Together,2,40451,0,2,11,1,2014,2/16/14,4302,54,35,0,4,0,0,10,49,2.04,1,1,1,2,5,3.2,1,0,3,11,0
60,Graduation,Together,2,36317,0,1,12,0.5,2013,5/22/13,4572,53,87,3,25,3,2,13,133,5.54,2,3,0,4,7,5.2,0,0,3,11,0
68,Graduation,Together,2,42213,0,1,12,0.5,2013,10/12/13,4429,96,309,3,24,4,3,20,363,15.13,2,5,1,7,7,7,1,0,3,11,0
70,Graduation,Together,2,65748,0,1,12,0.5,2013,4/15/13,4609,58,172,73,93,95,78,34,545,22.71,2,2,4,10,1,6.4,0,1,3,11,0
53,Graduation,Together,2,77044,0,1,12,0.5,2013,10/27/13,4414,12,625,38,242,50,34,76,1065,44.38,2,7,11,11,4,8.2,1,0,3,11,0
56,Graduation,Together,2,74918,0,0,12,0,2013,3/12/13,4643,78,972,59,913,25,19,59,2047,85.29,1,5,9,6,3,4.8,1,0,3,11,0
53,Graduation,Married,2,56721,1,1,13,1,2012,10/31/12,4775,64,157,6,39,6,13,75,296,12.33,5,4,1,5,6,5.4,0,0,3,11,0
50,Graduation,Single,1,42160,1,1,12,2,2013,6/28/13,4535,26,48,9,45,3,15,20,140,5.83,4,2,1,4,6,4.8,0,0,3,11,1
60,Graduation,Single,1,61559,0,1,12,1,2013,7/17/13,4516,8,279,83,88,32,14,34,530,22.08,1,4,2,10,3,7.2,0,0,3,11,0
62,PhD,Together,2,33629,1,1,13,1,2012,8/8/12,4859,49,132,0,16,0,0,4,152,6.33,5,3,1,4,9,6,0,0,3,11,0
34,PhD,Together,2,68682,0,0,12,0,2013,10/6/13,4435,56,919,0,505,99,30,45,1598,66.58,1,4,9,10,2,6.8,0,0,3,11,0
62,Graduation,Single,1,34377,0,1,12,1,2013,1/19/13,4695,55,62,0,22,3,1,26,114,4.75,2,2,2,2,7,4,0,0,3,11,0
39,Basic,Single,1,8940,1,0,13,1,2012,8/22/12,4845,25,1,45,3,4,6,42,101,4.21,3,3,1,3,8,5,0,0,3,11,0
52,Graduation,Married,2,26228,1,0,12,0.5,2013,9/22/13,4449,50,2,6,4,3,1,9,25,1.04,1,1,0,2,8,4.4,0,0,3,11,0
68,2n Cycle,Divorced,1,77297,0,0,12,0,2013,1/26/13,4688,84,408,61,109,48,122,41,789,32.88,1,5,7,9,4,7,1,0,3,11,0
44,Graduation,Married,2,40211,1,1,12,1,2013,7/30/13,4503,30,51,1,7,2,1,25,87,3.63,2,2,1,2,8,4.4,1,0,3,11,0
67,PhD,Widow,1,33438,1,1,12,2,2013,9/22/13,4449,81,62,1,16,3,2,6,90,3.75,4,2,1,4,5,4.4,0,0,3,11,0
66,PhD,Married,2,75032,0,1,12,0.5,2013,4/28/13,4596,74,952,12,180,47,12,12,1215,50.63,2,5,4,9,3,6.6,0,0,3,11,0
70,PhD,Single,1,61284,0,0,12,0,2013,10/12/13,4429,76,618,15,106,20,7,45,811,33.79,1,11,2,8,6,7.2,1,0,3,11,0
39,Graduation,Married,2,22518,1,0,13,0.5,2012,10/22/12,4784,36,11,7,12,2,2,27,61,2.54,2,2,1,2,5,3.2,1,0,3,11,1
50,Master,Married,2,54730,0,1,12,0.5,2013,8/15/13,4487,64,318,3,17,4,7,56,405,16.88,5,4,1,8,4,6.4,0,0,3,11,0
70,Master,Married,2,38452,1,1,11,1,2014,3/30/14,4260,62,56,0,14,0,0,2,72,3.00,3,3,0,3,7,4.6,0,0,3,11,0
54,Graduation,Divorced,1,44421,1,1,12,2,2013,2/15/13,4668,53,110,5,59,7,1,7,189,7.88,5,5,0,4,8,5.6,0,0,3,11,0
39,PhD,Together,2,38197,1,0,12,0.5,2013,6/29/13,4534,86,23,0,11,2,1,3,40,1.67,1,1,0,3,5,3.8,0,0,3,11,0
47,Graduation,Divorced,1,41986,0,1,11,1,2014,2/9/14,4309,15,27,5,8,8,3,12,63,2.63,3,3,0,4,4,4,0,0,3,11,0
42,Graduation,Together,2,28427,1,0,12,0.5,2013,3/21/13,4634,67,18,3,19,3,3,6,52,2.17,2,2,0,3,8,5,0,0,3,11,0
49,PhD,Together,2,37395,1,0,11,0.5,2014,5/2/14,4227,47,18,0,9,0,1,11,39,1.63,1,1,0,3,6,4.2,0,0,3,11,0
54,Graduation,Married,2,64722,1,0,11,0.5,2014,5/26/14,4203,47,303,0,280,60,147,15,805,33.54,4,8,2,11,6,9,0,0,3,11,0
69,Master,Together,2,55249,0,1,11,0.5,2014,4/17/14,4242,81,97,1,19,2,0,11,130,5.42,1,2,1,4,3,3.6,0,0,3,11,0
53,Graduation,Together,2,84906,0,0,12,0,2013,10/4/13,4437,98,997,15,414,99,30,76,1631,67.96,1,5,6,12,2,8,1,0,3,11,0
36,Graduation,Married,2,28691,1,0,12,0.5,2013,7/4/13,4529,56,5,4,13,8,0,4,34,1.42,1,1,0,3,8,5,0,0,3,11,0
73,Graduation,Single,1,44213,1,1,12,2,2013,11/29/13,4381,48,95,11,35,0,4,7,152,6.33,4,2,1,5,6,5.4,0,0,3,11,0
41,Basic,Single,1,25707,1,0,11,1,2014,1/18/14,4331,18,1,6,2,3,6,3,21,0.88,1,1,0,3,7,4.6,0,0,3,11,0
58,PhD,Married,2,59062,2,1,12,1.5,2013,10/3/13,4438,74,46,1,12,3,0,9,71,2.96,2,2,0,3,4,3.4,0,0,3,11,0
63,Graduation,Single,1,76624,0,1,11,1,2014,5/24/14,4205,68,411,106,147,54,115,66,899,37.46,1,5,10,7,1,4.6,1,0,3,11,0
78,Master,Together,2,66000,0,0,11,0,2014,4/20/14,4239,36,244,51,270,101,0,45,711,29.63,1,1,3,5,1,3.4,0,0,3,11,0
47,PhD,Together,2,27683,1,0,13,0.5,2012,8/4/12,4863,90,152,9,121,12,12,45,351,14.63,4,6,2,4,8,5.6,0,0,3,11,0
54,Graduation,Divorced,1,1730,0,0,11,0,2014,5/18/14,4211,65,1,1,3,1,1,1,8,0.33,15,0,0,0,20,8,0,0,3,11,0
33,Basic,Single,1,7500,1,0,13,1,2012,12/3/12,4742,63,10,17,18,8,26,40,119,4.96,4,3,2,2,9,4.8,0,0,3,11,0
57,Graduation,Together,2,40521,1,1,12,1,2013,4/5/13,4619,82,12,0,5,0,0,4,21,0.88,1,0,1,2,5,3.2,0,0,3,11,0
52,PhD,Together,2,20427,1,0,11,0.5,2014,3/24/14,4266,63,5,0,4,0,0,1,10,0.42,1,1,0,2,8,4.4,0,0,3,11,0
50,Graduation,Married,2,65106,0,1,11,0.5,2014,5/24/14,4205,55,790,19,133,12,0,19,973,40.54,3,8,3,13,6,10.2,1,0,3,11,0
60,PhD,Married,2,69969,0,0,12,0,2013,8/27/13,4475,64,882,29,514,38,29,44,1536,64.00,1,4,2,6,3,4.8,1,0,3,11,1
73,Graduation,Married,2,67433,0,2,12,1,2013,7/16/13,4517,51,615,28,259,12,48,30,992,41.33,4,6,5,13,4,9.4,1,0,3,11,0
58,PhD,Married,2,77766,0,1,12,0.5,2013,2/22/13,4661,97,1004,59,265,115,59,27,1529,63.71,2,11,10,11,6,9,1,0,3,11,1
53,Graduation,Married,2,74716,0,1,12,0.5,2013,9/12/13,4459,92,133,27,421,13,195,71,860,35.83,2,7,3,5,4,4.6,0,0,3,11,0
62,Graduation,Divorced,1,68118,0,1,12,1,2013,10/18/13,4423,51,595,23,123,10,23,154,928,38.67,2,8,9,4,6,4.8,0,0,3,11,0
55,PhD,Married,2,55158,1,1,13,1,2012,7/30/12,4868,72,293,0,87,4,11,23,418,17.42,4,7,2,5,7,5.8,0,0,3,11,1
70,2n Cycle,Married,2,62972,0,1,13,0.5,2012,8/3/12,4864,39,313,15,47,20,0,192,587,24.46,2,7,4,3,6,4.2,0,0,3,11,1
50,Graduation,Married,2,74190,0,1,11,0.5,2014,5/12/14,4217,49,151,81,86,168,91,64,641,26.71,2,4,2,11,2,7.4,0,0,3,11,0
49,Graduation,Married,2,39356,1,1,11,1,2014,3/19/14,4271,21,15,0,2,0,0,6,23,0.96,1,1,0,2,6,3.6,1,0,3,11,0
56,Graduation,Together,2,76653,0,0,12,0,2013,8/16/13,4486,91,736,63,946,219,189,126,2279,94.96,1,4,7,11,2,7.4,1,0,3,11,0
52,PhD,Divorced,1,35860,1,1,11,2,2014,5/19/14,4210,37,15,0,8,4,2,20,49,2.04,2,1,1,2,5,3.2,1,0,3,11,0
42,PhD,Divorced,1,90687,0,0,12,0,2013,5/22/13,4572,98,982,17,672,23,34,51,1779,74.13,1,6,2,8,2,5.6,1,0,3,11,1
43,Master,Together,2,73450,0,0,12,0,2013,12/5/13,4375,85,1142,51,415,90,69,37,1804,75.17,1,7,8,11,3,7.8,1,0,3,11,0
65,Graduation,Married,2,31454,1,1,12,1,2013,7/6/13,4527,40,28,0,11,0,0,9,48,2.00,3,2,0,3,8,5,0,0,3,11,0
73,Graduation,Single,1,47139,1,1,11,2,2014,3/6/14,4284,2,46,0,12,0,2,23,83,3.46,2,2,1,2,7,4,0,0,3,11,1
50,Graduation,Divorced,1,83829,0,0,12,0,2013,10/8/13,4433,78,897,161,430,186,161,27,1862,77.58,0,4,7,6,1,4,1,0,3,11,1
62,PhD,Married,2,53378,1,1,13,1,2012,9/24/12,4812,41,489,6,152,8,6,132,793,33.04,10,9,4,6,8,6.8,0,0,3,11,1
55,Graduation,Together,2,19656,1,0,12,0.5,2013,2/8/13,4675,94,25,4,9,6,8,32,84,3.50,3,2,1,3,7,4.6,0,0,3,11,0
77,PhD,Married,2,45579,0,1,12,0.5,2013,8/20/13,4482,10,145,1,33,2,1,1,183,7.63,1,4,1,4,6,4.8,0,0,3,11,0
67,2n Cycle,Single,1,85485,0,0,11,0,2014,6/21/14,4177,73,630,26,611,44,18,54,1383,57.63,1,6,6,6,2,4.4,0,0,3,11,0
81,Graduation,Married,2,55956,0,0,11,0,2014,4/7/14,4252,22,760,38,104,50,9,38,999,41.63,2,7,3,4,4,4,1,0,3,11,0
62,Master,Single,1,64191,0,1,12,1,2013,1/22/13,4692,30,420,15,186,151,38,15,825,34.38,3,5,3,13,3,9,0,0,3,11,0
53,Graduation,Single,1,38808,1,0,13,1,2012,8/26/12,4841,21,125,17,52,3,19,30,246,10.25,4,5,1,4,8,5.6,1,0,3,11,1
59,Master,Married,2,57183,1,1,12,1,2013,3/19/13,4636,51,464,5,64,7,0,70,610,25.42,8,9,1,7,8,7.4,0,0,3,11,0
57,Master,Divorced,1,23748,1,0,13,1,2012,11/21/12,4754,97,6,6,29,12,15,8,76,3.17,3,2,1,3,8,5,0,0,3,11,0
54,Graduation,Married,2,66303,0,1,12,0.5,2013,2/26/13,4657,56,1090,12,96,16,12,60,1286,53.58,4,3,4,11,8,9.8,1,0,3,11,0
50,Master,Married,2,37368,1,0,12,0.5,2013,12/16/13,4364,4,3,2,11,2,2,10,30,1.25,1,1,0,2,6,3.6,1,0,3,11,0
61,Graduation,Married,2,40800,1,2,12,1.5,2013,1/1/13,4713,77,24,0,27,8,30,10,99,4.13,2,3,0,3,7,4.6,0,1,3,11,0
47,Graduation,Divorced,1,71847,0,0,13,0,2012,9/21/12,4815,95,737,21,106,55,63,210,1192,49.67,0,6,7,9,3,6.6,1,0,3,11,0
50,Graduation,Married,2,46149,0,1,12,0.5,2013,11/29/13,4381,36,254,6,71,4,0,27,362,15.08,5,5,1,7,5,6.2,0,0,3,11,0
42,Graduation,Together,2,78687,0,0,13,0,2012,8/9/12,4858,13,817,185,687,145,55,241,2130,88.75,1,4,6,8,2,5.6,1,0,3,11,1
54,2n Cycle,Divorced,1,49118,0,0,13,0,2012,8/18/12,4849,90,620,54,239,99,98,119,1229,51.21,2,9,7,10,7,8.8,1,0,3,11,1
68,PhD,Married,2,37633,1,1,13,1,2012,9/20/12,4816,49,13,4,20,0,0,1,38,1.58,2,1,0,3,9,5.4,0,0,3,11,0
74,Master,Together,2,39767,0,0,12,0,2013,7/21/13,4512,18,113,61,204,34,26,47,485,20.21,2,7,1,7,8,7.4,0,0,3,11,0
74,Basic,Married,2,26997,0,0,13,0,2012,11/5/12,4770,89,7,23,78,133,49,144,434,18.08,2,4,2,5,7,5.8,0,0,3,11,0
55,Graduation,Divorced,1,33986,1,0,12,1,2013,3/14/13,4641,43,16,2,18,2,1,5,44,1.83,1,1,0,3,7,4.6,0,0,3,11,0
53,PhD,Married,2,57091,0,1,13,0.5,2012,11/23/12,4752,82,462,0,24,6,0,4,496,20.67,2,9,2,5,7,5.8,1,0,3,11,1
56,2n Cycle,Married,2,46831,1,1,12,1,2013,6/8/13,4555,84,22,2,10,6,4,34,78,3.25,2,1,2,2,4,2.8,0,0,3,11,0
53,Master,Married,2,83151,0,0,12,0,2013,2/10/13,4673,80,968,147,842,137,42,210,2346,97.75,1,5,7,10,2,6.8,1,0,3,11,1
54,Graduation,Married,2,52531,0,0,13,0,2012,12/30/12,4715,68,283,112,151,51,72,125,794,33.08,2,7,2,10,6,8.4,0,0,3,11,0
69,Graduation,Married,2,15759,0,0,12,0,2013,9/5/13,4466,12,1,2,5,6,0,3,17,0.71,1,1,0,2,7,4,0,0,3,11,0
54,Graduation,Single,1,22804,1,0,12,1,2013,7/31/13,4502,75,14,1,7,2,1,1,26,1.08,1,2,0,2,9,4.8,0,0,3,11,0
52,2n Cycle,Married,2,43050,1,0,11,0.5,2014,3/18/14,4272,10,30,5,24,6,3,8,76,3.17,2,2,0,4,5,4.4,0,0,3,11,0
48,PhD,Single,1,42997,1,1,12,2,2013,12/7/13,4373,91,4,0,5,0,1,5,15,0.63,1,1,0,2,7,4,0,0,3,11,0
62,PhD,Single,1,48918,1,1,11,2,2014,4/12/14,4247,21,52,0,9,0,0,1,62,2.58,2,1,0,4,4,4,0,0,3,11,0
71,Master,Together,2,60033,0,1,11,0.5,2014,3/29/14,4261,28,62,1,57,19,11,48,198,8.25,2,2,1,5,2,3.8,0,0,3,11,0
47,PhD,Together,2,34043,1,0,12,0.5,2013,10/25/13,4416,97,20,2,14,3,0,10,49,2.04,1,2,0,2,9,4.8,0,0,3,11,0
59,Graduation,Together,2,57811,0,1,12,0.5,2013,6/24/13,4539,49,545,7,114,37,21,78,802,33.42,5,7,2,11,5,8.6,1,0,3,11,0
79,Graduation,Married,2,78569,0,0,11,0,2014,2/19/14,4299,14,558,79,622,207,175,95,1736,72.33,1,4,6,4,1,2.8,1,0,3,11,1
47,Graduation,Single,1,7500,1,1,13,2,2012,12/27/12,4718,5,6,5,4,13,4,25,57,2.38,4,2,1,3,6,4.2,0,0,3,11,0
54,Master,Together,2,157733,1,0,12,0.5,2013,6/4/13,4559,37,39,1,9,2,0,8,59,2.46,0,1,0,1,1,1,0,0,3,11,0
72,Graduation,Together,2,94384,0,0,12,0,2013,3/4/13,4651,62,1111,24,790,160,45,172,2302,95.92,0,5,8,5,2,3.8,1,0,3,11,1
40,2n Cycle,Married,2,23148,0,0,11,0,2014,2/18/14,4300,83,4,6,8,6,3,10,37,1.54,1,2,0,3,7,4.6,0,0,3,11,0
55,Graduation,Divorced,1,44267,1,1,12,2,2013,2/25/13,4658,48,183,5,65,3,5,49,310,12.92,5,5,2,4,9,6,0,0,3,11,0
46,Graduation,Married,2,71626,0,0,13,0,2012,11/1/12,4774,94,546,72,376,94,145,72,1305,54.38,1,5,5,8,3,6,1,0,3,11,0
59,Graduation,Together,2,60894,0,1,12,0.5,2013,6/28/13,4535,61,606,7,155,10,0,54,832,34.67,5,10,3,8,7,7.6,0,0,3,11,0
49,Graduation,Together,2,50200,1,1,12,1,2013,4/3/13,4621,70,266,6,51,8,6,64,401,16.71,6,7,1,5,8,6.2,0,0,3,11,0
60,PhD,Married,2,81051,0,0,11,0,2014,5/23/14,4206,43,1142,29,249,38,29,14,1501,62.54,1,5,5,12,2,8,1,0,3,11,0
43,Graduation,Married,2,65169,0,0,11,0,2014,1/14/14,4335,23,1074,0,69,0,0,46,1189,49.54,1,10,4,13,6,10.2,1,0,3,11,1
53,Graduation,Together,2,59868,0,1,12,0.5,2013,7/22/13,4511,37,771,51,154,54,10,154,1194,49.75,7,11,2,12,6,9.6,0,0,3,11,0
65,PhD,Married,2,65695,0,1,11,0.5,2014,1/31/14,4318,50,371,32,189,0,58,6,656,27.33,2,5,4,10,4,7.6,0,0,3,11,0
69,Master,Single,1,64857,0,0,13,0,2012,11/23/12,4752,78,556,14,717,210,0,43,1540,64.17,1,7,5,10,4,7.6,0,0,3,11,0
60,Master,Together,2,45143,0,1,12,0.5,2013,8/26/13,4476,74,202,5,74,11,5,14,311,12.96,3,6,1,5,7,5.8,0,0,3,11,0
70,2n Cycle,Together,2,74805,0,1,12,0.5,2013,11/6/13,4404,14,209,162,209,41,162,37,820,34.17,5,4,7,10,2,6.8,0,0,3,11,0
36,2n Cycle,Married,2,59060,1,0,11,0.5,2014,1/11/14,4338,77,35,40,111,36,40,12,274,11.42,3,3,1,7,4,5.8,0,0,3,11,0
63,PhD,Single,1,27238,1,1,12,2,2013,4/20/13,4604,39,37,0,17,0,0,3,57,2.38,3,3,0,3,9,5.4,0,0,3,11,0
60,Graduation,Together,2,47009,0,1,12,0.5,2013,10/1/13,4440,89,171,45,73,59,10,90,448,18.67,4,3,2,8,4,6.4,0,0,3,11,0
52,2n Cycle,Married,2,46094,1,1,11,1,2014,6/10/14,4188,62,12,2,20,3,2,5,44,1.83,1,1,0,3,7,4.6,0,0,3,11,0
53,Graduation,Married,2,40321,1,1,12,1,2013,7/29/13,4504,59,44,4,21,6,0,27,102,4.25,2,3,0,3,7,4.6,0,0,3,11,0
41,Graduation,Together,2,37235,1,0,11,0.5,2014,2/1/14,4317,68,20,2,9,4,6,20,61,2.54,1,1,1,2,4,2.8,0,0,3,11,0
65,Master,Married,2,81843,0,0,12,0,2013,4/22/13,4602,13,779,86,537,34,69,138,1643,68.46,1,5,9,12,3,8.4,0,0,3,11,0
67,Master,Together,2,46692,0,1,12,0.5,2013,6/6/13,4557,37,170,6,97,24,12,88,397,16.54,3,6,1,5,6,5.4,0,0,3,11,0
57,Graduation,Together,2,77382,0,1,11,0.5,2014,1/7/14,4342,36,491,48,231,112,105,134,1121,46.71,2,5,7,12,1,7.6,1,0,3,11,0
48,Graduation,Single,1,37774,2,0,13,2,2012,9/3/12,4833,28,173,8,107,7,2,176,473,19.71,4,7,2,3,9,5.4,1,1,3,11,1
51,Basic,Married,2,18393,1,0,11,0.5,2014,3/29/14,4261,2,7,10,13,16,0,4,50,2.08,2,3,0,3,8,5,0,0,3,11,0
63,Master,Married,2,72828,0,1,12,0.5,2013,2/14/13,4669,17,1205,0,235,19,14,205,1678,69.92,6,6,3,13,7,10.6,0,0,3,11,0
43,Graduation,Married,2,24711,0,0,11,0,2014,4/18/14,4241,86,10,7,25,6,3,7,58,2.42,1,3,0,3,7,4.6,0,0,3,11,0
50,PhD,Married,2,45503,1,0,12,0.5,2013,9/25/13,4446,54,97,4,44,6,1,18,170,7.08,1,3,1,4,5,4.4,0,0,3,11,0
43,Master,Single,1,6560,0,0,12,0,2013,12/12/13,4368,2,67,11,26,4,3,262,373,15.54,0,1,0,1,17,7.4,0,0,3,11,0
80,PhD,Together,2,71604,0,0,12,0,2013,11/17/13,4393,3,345,53,528,98,75,97,1196,49.83,1,8,3,5,4,4.6,1,0,3,11,1
46,Graduation,Married,2,27244,1,0,11,0.5,2014,3/7/14,4283,84,6,5,17,3,24,46,101,4.21,2,2,2,2,7,4,0,0,3,11,0
56,Graduation,Married,2,48752,1,1,13,1,2012,12/12/12,4733,8,73,57,100,71,15,0,316,13.17,5,6,1,5,9,6.6,0,0,3,11,1
63,Graduation,Married,2,71434,0,1,12,0.5,2013,9/18/13,4453,4,711,36,217,172,96,168,1400,58.33,3,7,4,7,4,5.8,1,0,3,11,0
77,Graduation,Single,1,90842,0,0,12,0,2013,7/29/13,4504,57,774,70,118,182,187,93,1424,59.33,1,4,9,13,1,8.2,0,0,3,11,0
